,Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,from Low,from High,Price 31122018,Price 31122019,P 2018,P 2019,change
273,KHC,Kraft Heinz Co,Consumer Staples,71.58,20.11,3.3990483,2.81,97.77,72.05,89618309338,7832000000.0,4.678085299999999,1.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KHC,0.7321264191469776,1.0065660799105896,43.04,32.13,43.04,32.13,-0.25348513011152407
274,KR,Kroger Co.,Consumer Staples,27.57,13.07,1.7301039,2.05,34.75,19.69,25471355847,5342000000.0,0.27961263,4.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KR,0.7933812949640288,0.7141820819731592,27.50,28.99,27.5,28.99,0.05418181818181811
275,LB,L Brands Inc.,Consumer Discretionary,47.77,12.77,4.886988,3.98,63.1,35.0,13862042842,2329000000.0,1.7060977,1403.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LB,0.7570522979397781,0.7326774126020514,25.67,18.12,25.67,18.12,-0.2941176470588235
276,LLL,L-3 Communications Holdings,Industrials,198.79,23.14,1.4444605,8.51,218.705,159.43,16229343134,1137000000.0,1.4884604,3.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLL,0.9089412679179716,0.8020021127823331,,,0.0,0.0,
277,LH,Laboratory Corp. of America Holding,Health Care,165.46,17.79,0.0,7.02,181.715,130.292,17271388000,1861200000.0,2.2459624,2.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LH,0.910546735272267,0.787453160884806,126.36,169.17,126.36,169.17,0.33879392212725534
278,LRCX,Lam Research,Information Technology,162.23,16.29,1.1652973999999998,9.22,219.7,113.1982,27967534829,2967218000.0,3.0405292999999998,4.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LRCX,0.7384160218479745,0.6977636688651915,136.17,292.40,136.17,292.4,1.1473158551810236
279,LEG,Leggett & Platt,Consumer Discretionary,43.99,17.88,3.1454785,2.76,54.97,42.0,6034600480,447000000.0,2.0302901,4.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEG,0.8002546843732946,0.9547624460104569,35.84,50.83,35.84,50.83,0.41824776785714257
280,LEN,Lennar Corp.,Consumer Discretionary,59.11,15.35,0.26268265,3.38,72.17,43.647053,14615967194,1405319000.0,1.1468264,1.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEN,0.8190383815990023,0.7384038741329724,39.15,55.79,39.15,55.79,0.42503192848020444
281,LUK,Leucadia National Corp.,Financials,23.86,15.39,1.5993601999999998,0.33,28.3,22.23,8910389431,2201336000.0,1.0410156,0.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUK,0.8431095406360424,0.9316848281642918,,,0.0,0.0,
282,LLY,Lilly (Eli) & Co.,Health Care,74.21,17.34,2.9327424,-0.2,89.09,75.71,84475986228,3459800000.0,3.7546779999999997,5.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLY,0.8329778875294644,1.0202129093114136,115.72,131.43,115.72,131.43,0.1357587279640513
283,LNC,Lincoln National,Financials,73.86,9.49,1.6813145,9.24,86.68,61.45,17123031000,0.0,1.2019440000000001,1.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNC,0.8520996769727733,0.8319794205253183,51.31,59.01,51.31,59.01,0.15006821282401073
284,LKQ,LKQ Corporation,Consumer Discretionary,38.86,21.35,0.0,1.5,43.8599,27.85,12469931896,1065614000.0,1.723609,3.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LKQ,0.8860029320632286,0.7166752444673187,23.73,35.70,23.73,35.7,0.5044247787610621
285,LMT,Lockheed Martin Corp.,Industrials,334.3,24.28,2.315954,6.83,361.79,256.4,98102120000,7115000000.0,1.8781451,45.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT,0.9240166947676829,0.7669757702662279,261.84,389.38,261.84,389.38,0.48709135349831967
286,L,Loews Corp.,Financials,46.05,15.99,4.5131635999999995,1.93,53.59,45.01,16111166935,0.0,1.5809761,0.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=L,0.8593021086023511,0.9774158523344191,45.52,52.49,45.52,52.49,0.15311950790861162
287,LOW,Lowe's Cos.,Consumer Discretionary,95.01,23.87,1.6413131,3.46,108.98,70.76,82909678852,7858000000.0,1.5653384,14.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOW,0.8718113415305561,0.7447637090832544,92.36,119.76,92.36,119.76,0.2966652230402773
288,LYB,LyondellBasell,Materials,105.79,10.35,3.264714,12.25,121.95,78.01,43556650000,6851000000.0,1.3037611999999998,5.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYB,0.8674866748667487,0.7374042915209377,83.16,94.48,83.16,94.48,0.1361231361231363
289,MTB,M&T Bank Corp.,Financials,178.35,18.91,1.6218846000000002,8.69,193.85,141.12,27840827434,0.0,4.6277885,1.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB,0.92004126902244,0.7912531539108495,143.13,169.75,143.13,169.75,0.18598476909103612
290,MAC,Macerich,Real Estate,58.36,14.81,4.917760400000001,3.43,69.73,52.12,8473119166,503183000.0,11.394877000000001,2.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAC,0.8369424924709593,0.8930774503084304,,,0.0,0.0,
291,M,Macy's Inc.,Consumer Discretionary,24.0,7.67,6.098546,1.98,33.73,17.405,7541063495,2446000000.0,0.45503208,1.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=M,0.7115327601541654,0.7252083333333333,29.78,17.00,29.78,17.0,-0.4291470785762257
292,MRO,Marathon Oil Corp.,Energy,15.68,-32.0,1.2247398,-2.65,19.52,10.55,13875005314,2266000000.0,4.657875499999999,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRO,0.8032786885245902,0.6728316326530612,14.34,13.58,14.34,13.58,-0.05299860529986056
293,MPC,Marathon Petroleum,Energy,62.79,16.06,2.8268552000000002,6.85,73.53,47.39,31633740000,5978000000.0,0.42713487,2.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC,0.853937168502652,0.7547380156075808,59.01,60.25,59.01,60.25,0.02101338756143023
294,MAR,Marriott Int'l.,Consumer Discretionary,133.88,32.73,0.9452879000000001,2.67,149.21,85.3725,50910130358,2620000000.0,2.9997249,11.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAR,0.897258896856779,0.637679265013445,108.56,151.43,108.56,151.43,0.3948968312453942
295,MMC,Marsh & McLennan,Financials,79.31,20.23,1.8257058999999998,2.87,86.54,69.33,41819440000,3236000000.0,2.9848945,5.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC,0.916454818581003,0.8741646702811751,79.75,111.41,79.75,111.41,0.39699059561128514
296,MLM,Martin Marietta Materials,Materials,208.42,30.38,0.8042038,6.63,244.32,191.09,13756812736,975223000.0,4.416998,3.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MLM,0.8530615586116568,0.9168505901544958,171.87,279.64,171.87,279.64,0.6270436958166055
297,MAS,Masco Corp.,Industrials,40.7,22.12,0.98383695,1.47,46.445,31.29,13428792315,1179000000.0,2.308266,11.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAS,0.8763053073527829,0.7687960687960688,29.24,47.99,29.24,47.99,0.6412448700410398
298,MA,Mastercard Inc.,Information Technology,160.62,34.99,0.5926628,3.65,177.11,105.8,187102014193,7113000000.0,15.020556,26.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MA,0.9068940206651234,0.6586975470053542,188.65,298.59,188.65,298.59,0.5827723297111049
299,MAT,Mattel Inc.,Consumer Discretionary,16.0,-14.68,0.0,-3.06,26.3,12.71,5843402350,-203599000.0,1.1863721999999999,3.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAT,0.6083650190114068,0.794375,,,0.0,0.0,
300,MKC,McCormick & Co.,Consumer Staples,101.36,23.91,2.0261056,3.73,109.67,90.25,13459353253,815700000.0,2.7788277000000003,5.2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKC,0.9242272271359533,0.8903906866614049,139.24,169.73,139.24,169.73,0.2189744326343004
301,MCD,McDonald's Corp.,Consumer Discretionary,158.97,23.83,2.4379939999999998,6.36,178.7,124.36,132101623787,10515400000.0,5.770237,146.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCD,0.8895914941242306,0.7822859659055168,177.57,197.61,177.57,197.61,0.11285690150363248
302,MCK,McKesson Corp.,Health Care,150.23,11.68,0.8898775999999999,22.74,178.86,133.82,31534840262,7232000000.0,0.15318617,2.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCK,0.839930672033993,0.8907674898488984,110.47,138.32,110.47,138.32,0.25210464379469544
303,MDT,Medtronic plc,Health Care,78.38,17.04,2.2618315,2.89,89.72,75.44,110107062300,9204000000.0,4.944542,2.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDT,0.8736067766384307,0.9624904312324573,90.96,113.45,90.96,113.45,0.24725153913808273
304,MRK,Merck & Co.,Health Care,54.73,13.75,3.4359339999999996,1.4,66.8,53.63,152241530340,8715000000.0,5.0893345000000005,4.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRK,0.819311377245509,0.9799013338205739,76.41,90.95,76.41,90.95,0.19028922915848723
305,MET,MetLife Inc.,Financials,44.28,8.52,3.4587116,0.63,56.58,44.58,48679364276,0.0,1.0496864,0.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MET,0.782608695652174,1.0067750677506775,41.06,50.97,41.06,50.97,0.24135411592791023
306,MTD,Mettler Toledo,Health Care,601.0,35.56,0.0,14.24,697.26,459.34,16420774443,666706000.0,8.372307000000001,31.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTD,0.8619453288586754,0.7642928452579034,565.58,793.28,565.58,793.28,0.40259556561405985
307,MGM,MGM Resorts International,Consumer Discretionary,33.5,29.65,1.2687428,1.92,38.41,25.15,19633674337,2680385000.0,2.2276719,3.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGM,0.8721687060661287,0.7507462686567163,24.26,33.27,24.26,33.27,0.37139323990107176
308,KORS,Michael Kors Holdings,Consumer Discretionary,60.03,14.29,0.0,3.31,69.95,32.38,10053919023,456600000.0,3.1455927000000004,5.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KORS,0.8581844174410292,0.5393969681825754,,,0.0,0.0,
309,MCHP,Microchip Technology,Information Technology,79.9,21.77,1.7512966,0.66,99.17,69.76,19393095636,997492000.0,7.4475183000000005,5.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCHP,0.8056872037914692,0.8730913642052566,71.92,104.72,71.92,104.72,0.4560622914349277
310,MU,Micron Technology,Information Technology,40.0,9.01,0.0,4.36,49.89,22.64,48576791974,12541000000.0,2.1912806000000002,2.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MU,0.8017638805371818,0.5660000000000001,31.73,53.78,31.73,53.78,0.6949259375984873
311,MSFT,Microsoft Corp.,Information Technology,85.01,25.76,1.8747908,2.97,96.07,63.22,689978437468,41079000000.0,7.113096700000001,9.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT,0.8848756115332571,0.7436772144453593,101.57,157.70,101.57,157.7,0.5526238062420006
312,MAA,Mid-America Apartments,Real Estate,85.39,14.38,4.19652,2.86,110.95,86.95,9992628990,871483000.0,6.6291075,1.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAA,0.7696259576385759,1.0182691181637193,95.70,131.86,95.7,131.86,0.37784743991640557
313,MHK,Mohawk Industries,Consumer Discretionary,256.57,19.08,0.0,12.48,286.85,209.9,19897356456,1750393000.0,2.7977824,2.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHK,0.8944396025797454,0.8181003234984605,116.96,136.38,116.96,136.38,0.16603967168262646
314,TAP,Molson Coors Brewing Company,Consumer Staples,74.51,17.66,2.1533613,9.27,102.14,75.79,12396862128,4708400000.0,1.2371694,1.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TAP,0.7294889367534757,1.0171789021607838,56.16,53.90,56.16,53.9,-0.04024216524216517
315,MDLZ,Mondelez International,Consumer Staples,42.68,19.85,1.9977299,1.91,47.23,39.19,65827817742,4355000000.0,2.5708609,2.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDLZ,0.9036629261062884,0.9182286785379569,40.03,55.08,40.03,55.08,0.37596802398201334
316,MON,Monsanto Co.,Materials,119.08,21.53,1.7938709,5.09,123.15,106.97,53076824328,4217000000.0,3.589782,7.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MON,0.9669508729192041,0.8983036614040981,,,0.0,0.0,
317,MNST,Monster Beverage,Consumer Staples,61.99,42.17,0.0,1.19,70.215,41.02,36403831015,1229478000.0,14.152586999999999,9.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNST,0.8828597877946308,0.6617196321987417,49.22,63.55,49.22,63.55,0.29114181227143443
318,MCO,Moody's Corp,Financials,152.14,26.55,1.1140649999999999,1.35,167.23,106.48,30189978000,1238000000.0,9.932974,73.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCO,0.9097649943192011,0.699881687919022,140.04,237.41,140.04,237.41,0.695301342473579
319,MS,Morgan Stanley,Financials,51.79,14.23,1.8331805,3.09,58.05,40.06,97535400000,0.0,2.2258842,1.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MS,0.8921619293712317,0.7735083993048851,39.65,51.12,39.65,51.12,0.2892812105926861
320,MSI,Motorola Solutions Inc.,Information Technology,98.74,19.03,2.0266979,-1.08,107.78,77.23,16626039679,1629000000.0,2.6092633999999997,6.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSI,0.9161254407125625,0.7821551549524003,115.04,161.14,115.04,161.14,0.40073018080667566
321,MYL,Mylan N.V.,Health Care,39.25,8.35,0.0,0.93,47.82,29.39,21698849265,3113300000.0,2.5358944,1.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MYL,0.8207862818904225,0.7487898089171975,27.40,20.10,27.4,20.1,-0.26642335766423353
322,NDAQ,"Nasdaq, Inc.",Financials,75.21,17.78,1.9671283,4.32,83.29,65.98,12844304115,1212000000.0,3.2591083,2.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDAQ,0.9029895545683754,0.8772769578513496,81.57,107.10,81.57,107.1,0.31298271423317403
323,NOV,National Oilwell Varco Inc.,Energy,32.64,-77.71,0.5873715,-6.4,41.895,29.9,12940096785,353000000.0,2.5209634,0.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOV,0.7790905836018618,0.9160539215686274,25.70,25.05,25.7,25.05,-0.02529182879377423
324,NAVI,Navient,Financials,13.38,7.56,4.558404400000001,1.01,16.97,11.481,3692691330,0.0,0.6986579,1.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NAVI,0.7884502062463171,0.8580717488789237,,,0.0,0.0,
325,NTAP,NetApp,Information Technology,55.85,26.1,1.3881658000000001,1.81,64.0599,37.43,15375210915,1075000000.0,3.6687025999999996,5.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTAP,0.8718402620047799,0.6701880035810206,59.67,62.25,59.67,62.25,0.043237807943690365
326,NFLX,Netflix Inc.,Information Technology,250.1,200.08,0.0,1.25,286.81,138.26,114805404842,809028000.0,9.861594,30.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX,0.8720058575363481,0.5528188724510196,267.66,323.57,267.66,323.57,0.2088844055891801
327,NWL,Newell Brands,Consumer Discretionary,27.91,9.72,3.1228786,1.17,55.08,23.85,14438346000,2021400000.0,1.2810479,1.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWL,0.5067175018155411,0.8545324256538875,18.59,19.22,18.59,19.22,0.03388918773534155
328,NFX,Newfield Exploration Co,Energy,26.38,13.12,0.0,-6.5,43.74,24.41,5695123080,896000000.0,4.703259,4.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFX,0.6031092821216277,0.9253222137983321,,,0.0,0.0,
329,NEM,Newmont Mining Corporation,Materials,36.61,26.34,0.8101539000000001,-1.18,42.04,31.42,19749449484,1509000000.0,3.7076392,1.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEM,0.870837297811608,0.8582354547937723,34.65,43.45,34.65,43.45,0.2539682539682542
330,NWSA,News Corp. Class A,Consumer Discretionary,15.65,43.47,1.2453299999999998,-1.28,17.29,12.0,9356906461,679000000.0,1.5518167,0.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWSA,0.9051474840948526,0.7667731629392971,11.35,14.14,11.35,14.14,0.24581497797356833
331,NWS,News Corp. Class B,Consumer Discretionary,15.85,44.03,1.2269938999999999,-1.28,17.7,12.35,9496735699,679000000.0,1.5718216,0.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWS,0.8954802259887006,0.7791798107255521,11.55,14.51,11.55,14.51,0.2562770562770562
332,NEE,NextEra Energy,Utilities,145.29,21.65,2.6537917,11.39,159.64,124.18,69661177770,9018000000.0,4.091698,2.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEE,0.9101102480581308,0.8547043843347788,173.82,242.16,173.82,242.16,0.39316534345875054
333,NLSN,Nielsen Holdings,Industrials,33.9,18.73,3.6208732000000006,1.39,45.73,34.22,13377670080,1836000000.0,2.7288197999999997,3.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NLSN,0.7413076754865515,1.0094395280235988,23.33,20.30,23.33,20.3,-0.1298756965280753
334,NKE,Nike,Consumer Discretionary,62.49,24.9,1.2189548000000001,2.51,68.83,50.35,106776113744,5162000000.0,3.0549932,8.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE,0.9078890018887114,0.8057289166266602,74.14,101.31,74.14,101.31,0.36646884272997027
335,NI,NiSource Inc.,Utilities,22.51,19.57,3.3780859,1.02,27.76,21.93,7776566371,1448600000.0,2.2361343,1.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NI,0.8108789625360231,0.974233673922701,25.35,27.84,25.35,27.84,0.09822485207100584
336,NBL,Noble Energy Inc,Energy,25.43,105.96,1.4771048999999998,-2.32,39.6,22.985,13177325251,-518000000.0,4.6976447,1.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NBL,0.6421717171717172,0.9038537160833661,18.76,24.84,18.76,24.84,0.32409381663113
337,JWN,Nordstrom,Consumer Discretionary,47.23,15.04,3.0020284999999998,2.02,53.0,37.7924,8212509855,1448000000.0,0.74603415,9.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JWN,0.891132075471698,0.8001778530594962,46.61,40.93,46.61,40.93,-0.12186226131731392
338,NSC,Norfolk Southern Corp.,Industrials,136.89,20.65,2.018503,18.73,157.1499,109.27,40543547441,4737000000.0,3.8525907999999998,3.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NSC,0.8710791416348339,0.7982321572065162,149.54,194.13,149.54,194.13,0.2981810886719274
339,NTRS,Northern Trust Corp.,Financials,96.2,19.96,1.6678249,4.92,108.91,83.17,22908130223,0.0,4.031728,2.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTRS,0.8832981360756589,0.8645530145530146,83.59,106.24,83.59,106.24,0.27096542648642163
340,NOC,Northrop Grumman Corp.,Industrials,324.01,24.4,1.3030859,11.47,349.18,231.98,58782413951,3884000000.0,2.2095759999999998,7.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOC,0.9279168337247264,0.7159655566186228,244.90,343.97,244.9,343.97,0.40453246222948147
341,NCLH,Norwegian Cruise Line,Consumer Discretionary,56.01,15.35,0.0,2.78,61.48,46.96,13191507318,1529401000.0,3.2066103999999997,2.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NCLH,0.9110279765777489,0.8384217104088556,42.39,58.41,42.39,58.41,0.37791932059447975
342,NRG,NRG Energy,Utilities,24.0,17.78,1.4195583999999999,-2.23,29.78,14.52,8030036023,1774000000.0,0.9933021000000001,6.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NRG,0.8059100067159167,0.605,39.60,39.75,39.6,39.75,0.0037878787878786735
343,NUE,Nucor Corp.,Materials,60.38,17.01,2.415766,4.1,70.48,51.67,20003317128,2648729000.0,0.99837583,2.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NUE,0.8566969353007945,0.8557469360715468,51.81,56.28,51.81,56.28,0.08627678054429655
344,NVDA,Nvidia Corporation,Information Technology,217.52,82.08,0.26223776,2.57,249.27,95.17,138652800000,3098000000.0,20.094294,20.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA,0.8726280739760099,0.4375229863920559,133.50,235.30,133.5,235.3,0.7625468164794009
345,ORLY,O'Reilly Automotive,Consumer Discretionary,252.22,21.91,0.0,10.73,279.23,169.43,21433781860,1965187000.0,3.1934318999999998,34.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORLY,0.9032697059771514,0.6717548172230593,344.33,438.26,344.33,438.26,0.27279063688903094
346,OXY,Occidental Petroleum,Energy,68.47,195.63,4.4081864,-0.75,78.09,57.2,53467692395,5205000000.0,6.0448949999999995,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OXY,0.8768088103470354,0.835402365999708,61.38,41.21,61.38,41.21,-0.3286086673183447
347,OMC,Omnicom Group,Consumer Discretionary,75.91,15.27,3.1838683999999997,4.79,86.71,65.32,17377551986,2366000000.0,1.5327156000000002,6.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OMC,0.8754468919386461,0.8604926887103148,73.24,81.02,73.24,81.02,0.10622610595303117
348,OKE,ONEOK,Energy,54.4,34.0,5.4436197,1.66,61.36,47.14,21988472489,1851783000.0,2.6159565,4.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OKE,0.8865710560625815,0.8665441176470589,53.95,75.67,53.95,75.67,0.4025949953660797
349,ORCL,Oracle Corp.,Information Technology,46.84,18.81,1.5551462999999999,2.2,53.14,40.01,202302349740,16545000000.0,5.256164599999999,3.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORCL,0.8814452389913436,0.8541844577284371,45.15,52.98,45.15,52.98,0.173421926910299
350,PCAR,PACCAR Inc.,Industrials,66.98,15.72,1.455816,4.75,79.69,61.93,24152102921,3619200000.0,1.28693,3.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCAR,0.8405069644873887,0.9246043595103015,57.14,79.10,57.14,79.1,0.384319215960798
351,PKG,Packaging Corporation of America,Materials,111.95,18.57,2.1514556000000002,7.07,131.1316,88.47,11051273948,1214900000.0,1.741522,5.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKG,0.8537225199723028,0.790263510495757,83.46,111.99,83.46,111.99,0.34184040258806614
352,PH,Parker-Hannifin,Industrials,174.51,21.6,1.4401833,7.24,212.8,145.38,24421668509,2092089000.0,1.8652664,4.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PH,0.8200657894736841,0.8330754684545298,149.14,205.82,149.14,205.82,0.38004559474319444
353,PDCO,Patterson Companies,Health Care,32.88,14.05,3.0723782,1.79,48.295,32.07,3209792400,359644000.0,0.7872792,2.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PDCO,0.6808158194430065,0.9753649635036495,,,0.0,0.0,
354,PAYX,Paychex Inc.,Information Technology,61.86,27.49,3.0892801,2.26,73.1,54.2,23253666810,1414900000.0,7.248487,11.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYX,0.8462380300957593,0.8761720012932429,65.15,85.06,65.15,85.06,0.3056024558710666
355,PYPL,PayPal,Information Technology,72.32,49.53,0.0,1.47,86.32,39.92,90708000000,2932000000.0,6.935696000000001,5.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PYPL,0.8378127896200185,0.5519911504424779,84.09,108.17,84.09,108.17,0.28635985253894636
356,PNR,Pentair Ltd.,Industrials,66.67,18.89,2.03933,3.63,74.84,57.63,12466660892,863700000.0,2.5191512,2.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNR,0.890833778727953,0.864406779661017,37.78,45.87,37.78,45.87,0.21413446267866587
357,PBCT,People's United Financial,Financials,18.56,18.02,3.59375,0.97,20.14,15.965,6527616000,0.0,3.9272704,1.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PBCT,0.9215491559086394,0.8601831896551725,14.43,16.90,14.43,16.9,0.1711711711711712
358,PEP,PepsiCo Inc.,Consumer Staples,110.15,21.51,2.8370043999999996,4.36,122.51,104.77,161413271020,12843000000.0,3.6705062000000006,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEP,0.8991102767121052,0.9511575124829776,110.48,136.67,110.48,136.67,0.23705648081100628
359,PKI,PerkinElmer,Health Care,72.06,24.68,0.3695394,2.64,84.49,52.63,8351767268,445658000.0,3.7116462999999995,3.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKI,0.8528819978695704,0.7303635859006383,78.55,97.10,78.55,97.1,0.23615531508593257
360,PRGO,Perrigo,Health Care,84.44,,0.73126143,-28.01,95.93,63.68,12326379902,0.0,3.3850067000000004,2.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRGO,0.8802251641822161,0.7541449549976315,38.75,51.66,38.75,51.66,0.33316129032258046
361,PFE,Pfizer Inc.,Health Care,33.63,12.69,3.8879358999999996,3.51,39.43,31.67,208505541949,20569000000.0,4.0020885,3.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE,0.8529038802941923,0.9417187035385073,43.65,39.18,43.65,39.18,-0.10240549828178691
362,PCG,PG&E Corp.,Utilities,38.24,8.75,0.0,2.78,71.57,38.45,20309412381,6471000000.0,1.5730643999999998,1.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCG,0.5343020818778819,1.0054916317991631,,,0.0,0.0,
363,PM,Philip Morris International,Consumer Staples,100.39,22.36,4.328479,4.48,123.55,96.66,153580671803,11802000000.0,2.7574685000000003,1318.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PM,0.8125455281262647,0.962844904871003,66.76,85.09,66.76,85.09,0.2745656081485919
